text,label
It 's where I discovered so many great people who are fighting for our cause .,noHate
"I 'll post as much as I can , but I 'm more of a BNP supporter than an expert .",noHate
"The people running SA into the ground , want to wipe them all out .",noHate
"2-Year-Old Dies Of Rape , Mammy 's Boonfren ' Charged - NNN Reporters Newsroom Forum Dekalb 2-Year-Old Dead ; Caregiver Charged Police Say Child Was Abused POSTED : 10 : 41 pm EDT October 2 , 2010 UPDATED : 11 : 51 pm EDT October 3 , 2010 Dekalb 2-Year-Old Dead ; Caregiver Charged - DeKalb County Headlines News Story - WGCL Atlanta",noHate
"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .",hate
"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com",hate
So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .,hate
"Servents/maids , workers of some type ?",noHate
Idiotic.,noHate
Piece of * * * * deserves to be shot .,hate
"Seriously Guys , It 's An Indian Symbol For Good Fortune - People Of Walmart : People Of Walmart",noHate
"Good luck with your bugchasing , homo . . .",hate
"We have two things wrong here , Mexcicans in a White homeland and a Pizza company sending a female in harms way .",hate
"When I look at the Zimbawee 's Mugabe , I think `` Ape '' or `` Gorilla '' .",hate
I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...,hate
She was tortured and mutilated .,noHate
Interesting article about what to do with these evil persons who keep telling the truth and who don ´ t want to surrender ( in Danish ),hate
I have decided to take this debate to pm .,noHate
"Chicago Teachers Union president explains how to inject politics into math - YouTube Chicago Teachers Union president Karen Lewis explains how to politicize school math for organizing - EAGnews.org powered by Education Action Group Foundation , Inc.",noHate
Only the crazy ones stay .,noHate
"Its about time we as a nation take matters into our own hands , over throw the government stop the white genocide deport all immigrants and establish a government to help indigenous white Britons rebuild this country .",hate
The media wants to bury the story because they care more about homo killers not getting their sick fetish for young boys fufilled .,hate
"They are beating each other to death everywhere , just look what they do to each other in Africa .",hate
It offers certificates of completion for many courses .,noHate
Great link .,noHate
"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ?",hate
Its time for the return of Mosley 's blackshirts .,noHate
Jews have been poisoning wells since Biblical times .,hate
haha; im a 19 y.o white male from newcastle area - but im moving back to sydney very soon ( west sydney im afraid lol ),noHate
Whether or not one chooses to eat meat is a very personal decision .,noHate
"I do get my Theirs , theres and they 're , mixed up sometimes but i was educated under Labours rule so i cant be completly to blame .",noHate
- = Wulfi = -,noHate
"We are cooking a duck on the rotisserie , catch the fat drippings and cook little potatoes in that , its delicious , we 're also cooking a small turkey , mashed potatoes , carrots , pumpkin pie and butternut squash cut in half and baked with butter and brown sugar .",noHate
Absolutely.,noHate
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence",hate
"It 's more fun that way , too .",noHate
It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,hate
some times Whites are forced to live around a lot of blacks .,hate
"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",hate
I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,hate
"This guy seems to get it but otherwise : Sorry jigs , you 're on your own",hate
Please stop this nonsense all of you !,noHate
"I 've seen shots with a .45 , where people walked around angry .",noHate
I live in a suburban area with an old spring fed lake that always has water in it .,noHate
