,ID,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
79564,16700,"Except all you need is some pussy hat swamp crotch cunts to yell at them in an elevator and Shazam, right back to cuck fuck sticking. Removal of the co-ed Monkey Kyke filled federal gubment will soon be our only recourse. ",0,0,0,1,,,,,,,,,,
79567,16738,EVERYONE NEEDS TO SEND INTO THE FBI ALL THE SHIT ON THESE BITCHES  LET THE FBI KNOW WE KNOW ITS ALL SMOKE SCREENS LIES AND SMEAR TACTICS  YOU CAN EMAIL THE FBI ON THE ENET TIPLINE FOR FREE  https://tips.fbi.gov/  MASS TIP THE HELL OUT OF THE FBI !!!  IF WE CAN GET THE FBI TO REFUSE ANY FURTHER ACTION...ALL THE BETTER !!!,0,0,0,1,,,,,,,,,,
79568,16738,EVERYONE NEEDS TO SEND INTO THE FBI ALL THE SHIT ON THESE BITCHES  LET THE FBI KNOW WE KNOW ITS ALL SMOKE SCREENS LIES AND SMEAR TACTICS  YOU CAN EMAIL THE FBI ON THE ENET TIPLINE FOR FREE  https://tips.fbi.gov/  MASS TIP THE HELL OUT OF THE FBI !!!  IF WE CAN GET THE FBI TO REFUSE ANY FURTHER ACTION...ALL THE BETTER !!!,0,0,0,0,,,,,,,,,,
79582,17753,"I agree. As absurd as involving the FBI is, it is exactly what should be done, with the proviso that the investigation's scope is limited to Ford's accusation and doesn't turn into a fishing expedition. Let them investigate as long as Ford gets prosecuted when her lies are exposed. ",0,0,0,1,,,,,,,,,,
79583,17753,"I agree. As absurd as involving the FBI is, it is exactly what should be done, with the proviso that the investigation's scope is limited to Ford's accusation and doesn't turn into a fishing expedition. Let them investigate as long as Ford gets prosecuted when her lies are exposed. ",0,0,0,0,,,,,,,,,,
79725,26840,Fucking’s too tight to mention- Simply Red,0,0,0,1,,,,,,,,,,
79726,26840,Fucking’s too tight to mention- Simply Red,0,0,0,0,,,,,,,,,,
79737,27294,Money money under the table flake got paid big time even McCain is laughing in his grave I see why Russia and China exicute political  opponents ..dems dream of that day  ,0,0,0,0,,,,,,,,,,
79738,27294,Money money under the table flake got paid big time even McCain is laughing in his grave I see why Russia and China exicute political  opponents ..dems dream of that day  ,0,0,0,1,,,,,,,,,,
79744,727,I forgot who you were but you tried to school me on opiate addiction. I thought I would elaborate on my reply. ,0,0,0,0,,,,,,,,,,
79746,727,I forgot who you were but you tried to school me on opiate addiction. I thought I would elaborate on my reply. ,0,0,0,1,,,,,,,,,,
79783,2981,Anna is just another man hating DYKE! ,0,0,0,1,,,,,,,,,,
79784,2981,Anna is just another man hating DYKE! ,0,0,0,0,,,,,,,,,,
79829,5880,★★★★★ ,0,0,0,0,,,,,,,,,,
79831,5880,★★★★★ ,0,0,0,1,,,,,,,,,,
79841,6348,Are you frightening the dead?,0,0,0,1,,,,,,,,,,
79842,6348,Are you frightening the dead?,0,0,0,0,,,,,,,,,,
79862,7496,"No, they're demons. Read Enoch and Ezra. Fallen ones. They're the ones that corrupted the world. You're not supposed to be summoning anything. Like Solomon who turned it around at the end had gaurds gaurding him as he slept, he messed with them also check out the Anasasi? indians https://www.youtube.com/watch?v=XqRxdHk4isc",0,0,0,0,,,,,,,,,,
79863,7496,"No, they're demons. Read Enoch and Ezra. Fallen ones. They're the ones that corrupted the world. You're not supposed to be summoning anything. Like Solomon who turned it around at the end had gaurds gaurding him as he slept, he messed with them also check out the Anasasi? indians https://www.youtube.com/watch?v=XqRxdHk4isc",0,0,0,1,,,,,,,,,,
80107,8592,Four migrants convicted of skinning a man's penis with a knife in Denmark ,0,0,0,1,,,,,,,,,,
80109,8592,Four migrants convicted of skinning a man's penis with a knife in Denmark ,0,0,0,0,,,,,,,,,,
80122,13171,"Yup, the ""sickos"" are pointing the fingers.",0,0,0,0,,,,,,,,,,
80123,13171,"Yup, the ""sickos"" are pointing the fingers.",0,0,0,1,,,,,,,,,,
80129,13443,BOMBSHELL EMAIL FOUND IN CLINTON FOIA ,0,0,0,1,,,,,,,,,,
80130,13443,BOMBSHELL EMAIL FOUND IN CLINTON FOIA ,0,0,0,0,,,,,,,,,,
80256,27659,"FACEBOOK still INTENTIONALLY makes it impossible to prevent the world from knowing you're online. Their so-called ""privacy improvements"" are a scam. It's like a complicated video game, and you have to win your way through each level to eventually obtain the Golden Privacy Sword. WAAAY TOO MUCH WORK. FUCK FACEBOOK!",0,0,0,1,,,,,,,,,,
80258,27659,"FACEBOOK still INTENTIONALLY makes it impossible to prevent the world from knowing you're online. Their so-called ""privacy improvements"" are a scam. It's like a complicated video game, and you have to win your way through each level to eventually obtain the Golden Privacy Sword. WAAAY TOO MUCH WORK. FUCK FACEBOOK!",0,0,0,0,,,,,,,,,,
80302,6554,Global Communism OWO cabal & its unholy alliance with islam political ideology needs throwing into pit of destruction forevermore...........  https://www.politicalite.com/poverty/bombshell-report-as-britain-spends-13bn-on-foreign-aid-new-study-finds-14-million-brits-are-living-in-poverty/,0,0,0,1,,,,,,,,,,
80303,6554,Global Communism OWO cabal & its unholy alliance with islam political ideology needs throwing into pit of destruction forevermore...........  https://www.politicalite.com/poverty/bombshell-report-as-britain-spends-13bn-on-foreign-aid-new-study-finds-14-million-brits-are-living-in-poverty/,0,0,0,0,,,,,,,,,,
80367,14165,"...and here comes Miss Pepsi bottle herself to chime in, because no white liberal wants to be left out of a 'digital lynching' against a black person thinking for himself. ",0,0,0,1,,,,,,,,,,
80368,14165,"...and here comes Miss Pepsi bottle herself to chime in, because no white liberal wants to be left out of a 'digital lynching' against a black person thinking for himself. ",0,0,0,0,,,,,,,,,,
80481,22061,https://www.dailytelegraph.com.au/news/national/abortion-outrage-mums-should-be-allowed-to-terminate-newborns-say-australian-academics/news-story/05da73dcef423139d0b5003ca8d05346?sv=910d80d46c0eb27cf2ea2ab7e9dfb7a3  No limits on their intent. ,0,0,0,0,,,,,,,,,,
80482,22061,https://www.dailytelegraph.com.au/news/national/abortion-outrage-mums-should-be-allowed-to-terminate-newborns-say-australian-academics/news-story/05da73dcef423139d0b5003ca8d05346?sv=910d80d46c0eb27cf2ea2ab7e9dfb7a3  No limits on their intent. ,0,0,0,1,,,,,,,,,,
80615,4649,"At this point,nobody gives a shit !",0,0,0,1,,,,,,,,,,
80617,4649,"At this point,nobody gives a shit !",0,0,0,0,,,,,,,,,,
80664,9080,"WOW! This was really an eye-opening piece and I would have never found you or your site if not for Gab. While surfing your site, I noticed that Twitter has suspended your account... maybe put a Gab link instead?   IRT the article, it's a sad day to see Linus cave to SJW bullshit. More people need to push back and stop this madness.",0,0,0,1,,,,,,,,,,
80665,9080,"WOW! This was really an eye-opening piece and I would have never found you or your site if not for Gab. While surfing your site, I noticed that Twitter has suspended your account... maybe put a Gab link instead?   IRT the article, it's a sad day to see Linus cave to SJW bullshit. More people need to push back and stop this madness.",0,0,0,0,,,,,,,,,,
80667,9105,She is ignorant. I saw an interview with her and was stunned that she won an election. She is an idiot.,0,0,0,1,,,,,,,,,,
80668,9105,She is ignorant. I saw an interview with her and was stunned that she won an election. She is an idiot.,0,0,0,0,,,,,,,,,,
80730,15188,Who Are Brett Kavanaugh's Enemies? ,0,0,0,1,,,,,,,,,,
80731,15188,Who Are Brett Kavanaugh's Enemies? ,0,0,0,0,,,,,,,,,,
80758,18353,"I agree with you, no argument.  I'm just saying the story is a puss move.",0,0,0,1,,,,,,,,,,
80759,18353,"I agree with you, no argument.  I'm just saying the story is a puss move.",0,0,0,0,,,,,,,,,,
80809,23383,If you start shit expect to get some on you!,0,0,0,0,,,,,,,,,,
80811,23383,If you start shit expect to get some on you!,0,0,0,1,,,,,,,,,,
80824,25879,https://www.youtube.com/watch?v=39FCau2TH5s  ,0,0,0,1,,,,,,,,,,
80825,25879,https://www.youtube.com/watch?v=39FCau2TH5s  ,0,0,0,0,,,,,,,,,,
80839,785,WOW how come Sanders isnt up harassing the muppets,0,0,0,0,,,,,,,,,,
80840,785,WOW how come Sanders isnt up harassing the muppets,0,0,0,1,,,,,,,,,,
80876,3184,"@People4Bernie U may want to stop calling URselves ""people"". Try Zombies4Bernie, it's much more fitting. ASSHOLES.",0,0,0,0,,,,,,,,,,
80878,3184,"@People4Bernie U may want to stop calling URselves ""people"". Try Zombies4Bernie, it's much more fitting. ASSHOLES.",0,0,0,1,,,,,,,,,,
80888,4114,"POTUS told the UN to go fuck themselves. Now, he's vindicated.",0,0,0,1,,,,,,,,,,
80889,4114,"POTUS told the UN to go fuck themselves. Now, he's vindicated.",0,0,0,0,,,,,,,,,,
81026,16853,They'll have to come get mine if there is any more INFRINGEMENT!!!!!!!!!!,0,0,0,0,,,,,,,,,,
81028,16853,They'll have to come get mine if there is any more INFRINGEMENT!!!!!!!!!!,0,0,0,1,,,,,,,,,,
81042,17652,and i want rich white guys to stop wasting their wads on college football programs.,0,0,0,0,,,,,,,,,,
81043,17652,and i want rich white guys to stop wasting their wads on college football programs.,0,0,0,1,,,,,,,,,,
81314,22457,Relative Says Christine Blasey Ford Threw ‘Witness’ Leland Keyser ‘Under the Bus’ – True PunditTrue Pundit https://shar.es/a1JkNu,0,0,0,1,,,,,,,,,,
81315,22457,Relative Says Christine Blasey Ford Threw ‘Witness’ Leland Keyser ‘Under the Bus’ – True PunditTrue Pundit https://shar.es/a1JkNu,0,0,0,0,,,,,,,,,,
81379,2835,"He’s terrible on the 1st, horrible on everything cyber related, he is strong on the 2nd. He’s definitely the cucks guy. He was in the bush White House and old GW was calling senators on his behalf to get him confirmed. ",0,0,0,0,,,,,,,,,,
81380,2835,"He’s terrible on the 1st, horrible on everything cyber related, he is strong on the 2nd. He’s definitely the cucks guy. He was in the bush White House and old GW was calling senators on his behalf to get him confirmed. ",0,0,0,1,,,,,,,,,,
81421,5480,"Use REAL #BACON BITS as a personal weapon. (they believe if it touches them, they go straight to hell) Keep some in the car for convenience ",0,0,0,1,,,,,,,,,,
81422,5480,"Use REAL #BACON BITS as a personal weapon. (they believe if it touches them, they go straight to hell) Keep some in the car for convenience ",0,0,0,0,,,,,,,,,,
81445,8158,It's a bit crap for any blind people in the audience? How can they tell what's going on? ,0,0,0,0,,,,,,,,,,
81447,8158,It's a bit crap for any blind people in the audience? How can they tell what's going on? ,0,0,0,1,,,,,,,,,,
81460,9751,Presidential Alert: Vote YES Motherfuckers !! No other action needed. Thank you.,0,0,0,1,,,,,,,,,,
81461,9751,Presidential Alert: Vote YES Motherfuckers !! No other action needed. Thank you.,0,0,0,0,,,,,,,,,,
81481,11088,"I think you're trying to put the cart before the horse. You think the love of God is fake thus you don't have Him in your heart. If you ask him to come into your heart first, He will give you the rest.  15 years of church means nothing. No one finds God in any church..God is within...and He is in you or we would not be having this conversation.  ",0,0,0,1,,,,,,,,,,
81482,11088,"I think you're trying to put the cart before the horse. You think the love of God is fake thus you don't have Him in your heart. If you ask him to come into your heart first, He will give you the rest.  15 years of church means nothing. No one finds God in any church..God is within...and He is in you or we would not be having this conversation.  ",0,0,0,0,,,,,,,,,,
81518,12839,"If the jails in France are anything like in America, their asses are cooked.",0,0,0,1,,,,,,,,,,
81519,12839,"If the jails in France are anything like in America, their asses are cooked.",0,0,0,0,,,,,,,,,,
81566,17898,"Piece of shit, Mikey, eh?",0,0,0,1,,,,,,,,,,
81567,17898,"Piece of shit, Mikey, eh?",0,0,0,0,,,,,,,,,,
81596,24635,"Honestly, Im leaning toward the illegal myself.",0,0,0,1,,,,,,,,,,
81597,24635,"Honestly, Im leaning toward the illegal myself.",0,0,0,0,,,,,,,,,,
81686,9226,"We need to tell our YOUTH Because when the time comes, the Sikhs will be fighting alongside us.  Muslims hate Sikhs, even  MORE than they hate us  Sikh children were being  gang-raped before our kids were.",0,0,0,0,,,,,,,,,,
81687,9226,"We need to tell our YOUTH Because when the time comes, the Sikhs will be fighting alongside us.  Muslims hate Sikhs, even  MORE than they hate us  Sikh children were being  gang-raped before our kids were.",0,0,0,1,,,,,,,,,,
81689,9402,"I hope they do charge her with perjury.  Use those giant fake glasses as evidence. Please, the woman doesn't even have those marks they give you on her nose. Shit ton of other wrinkles but not those.",0,0,0,1,,,,,,,,,,
81690,9402,"I hope they do charge her with perjury.  Use those giant fake glasses as evidence. Please, the woman doesn't even have those marks they give you on her nose. Shit ton of other wrinkles but not those.",0,0,0,0,,,,,,,,,,
81701,11541,If you ever you ever lost at a sport then you might have some idea how it feels to be on the losing team.... try not to agitate the liberals around you this week... it's like being at a zoo where the animals are angry and don't have any cages. or fuck it shoot em like BIG GAME if they get out of line. Just do it!!!,0,0,0,0,,,,,,,,,,
81703,11541,If you ever you ever lost at a sport then you might have some idea how it feels to be on the losing team.... try not to agitate the liberals around you this week... it's like being at a zoo where the animals are angry and don't have any cages. or fuck it shoot em like BIG GAME if they get out of line. Just do it!!!,0,0,0,1,,,,,,,,,,
81770,18599,revolutionary 'minorities' or minority? ,0,0,0,0,,,,,,,,,,
81772,18599,revolutionary 'minorities' or minority? ,0,0,0,1,,,,,,,,,,
81805,20817,"Hell, we knew this with the closing days of the 2016 election and Obama's pet lawyer met with Bill Clinton on the tarmac. Shit's not new. Something being done about it would be, though.",0,0,0,1,,,,,,,,,,
81806,20817,"Hell, we knew this with the closing days of the 2016 election and Obama's pet lawyer met with Bill Clinton on the tarmac. Shit's not new. Something being done about it would be, though.",0,0,0,0,,,,,,,,,,
81930,6737,It's already happened on the baseball field in full view of the public. This was because the demonic leftist media whipped their readers into a murderous frenzy after Trump won the election. The leftist media is in fact responsible for the shooting of Steve Scalise and should have been held accountable for that crime.,0,0,0,0,,,,,,,,,,
81932,6737,It's already happened on the baseball field in full view of the public. This was because the demonic leftist media whipped their readers into a murderous frenzy after Trump won the election. The leftist media is in fact responsible for the shooting of Steve Scalise and should have been held accountable for that crime.,0,0,0,1,,,,,,,,,,
81985,12519,"Disgraced Democratic ex-congressman Anthony Weiner (Aka Carlos Danger) may soon be released from his 21-month prison sentence due to ""good behavior"". He was jailed for for sexting an underage girl - Fox News ",0,0,0,0,,,,,,,,,,
