,text,class
8412,My wife had a beauty shop had kids at the same time.. One day when I came home for lunch. She was 43 at the time.. She said I want to go to College. We packed her up and away she went.. We were apart for 9 years.. She came home with her MASTERS.. Do what you want.,not_hate
13152,RT pauloap    Começa 23h   #PauloGuedesNaGloboNews https://twitter.com/Fabi_Moller_/status/1032799119700578304 …  https://twitter.com/pauloap/status/1032799294129090563,not_hate
17876,ICYF: ,not_hate
18591,Landowners are the last vestige (and were the first) of Freedom in this United States of America,not_hate
15268,FA & FO,not_hate
9100,Look at that JEW SNOZE ON DIAPER BOY!,not_hate
6292,"If I could throw hands, I would. But I’ll settle for verbal sparring 😂",not_hate
6756,"Yeah I usually end up muting those types, they just won't even watch a 14 second video of pam caught editing and deleting q posts...they have their head in the sand",not_hate
5783,I did. It was awesome! :),not_hate
17673,UK Police State: Activist Tommy Robinson to Serve 13 Months in Prison for Livestreaming Report on Child Grooming Gang http://www.thegatewaypundit.com/2018/05/uk-police-state-activist-tommy-robinson-to-serve-13-months-in-prison-for-livestreaming-report-on-child-grooming-gang/,not_hate
6374,"So, the Roman Catholic priests are at it again.  https://www.standardmedia.co.ke/article/2001292001/report-details-decades-of-sexual-abuse-by-priests",not_hate
7727,"thats a good christian self rightous reply,   thank you very much",not_hate
10135,"Do your mommy and daddy know you’re on here? If you can’t be trusted to stay on YouTube Kids, they’ll put a parental lock on!!",not_hate
2436,I can't stress enough that people should read/listen to Democracy the God that Failed by Hans Hermann #Hoppe. There is an audiobook on Youtube of it if you want to just listen. Its a look at traditional #monarchy from an anarcho capitalist perspective. #Politics,not_hate
2133,'Phishing URLs' Nope,not_hate
8589,AntiFa are small fry. We'll deal with them after we deal with the (((politicians))),not_hate
7559,Be smart and centered enough to realize and appreciate it!,not_hate
6882,https://pjmedia.com/trending/massive-cloud-of-midges-descends-on-cleveland-registering-on-weather-radars/  Sounds like Africa. We don't have many bugs in California. It is one of the perks of living here. Almost no mosquitoes. No gnats or midges. You can take a walk without a bug bite.,not_hate
11969,White man:   Stand up or die.  Imagine the earth as one country.  It is what (((they))) do.  Except it.  EMBRACE IT.   ,not_hate
6478,I hope they arrested that crooked liberal judge also.,not_hate
4937,"What a conversion story of Mark in Oregon, heard on Mike Church @TheKingDude Show @VeritasRadioNet #CrusadeChannel   and you weren't listening  #TuneIn #NowPlaying #CatholicGab #Radio http://streaming.radio.co/s4e4074c3a/low",not_hate
5019,M5.3 Quake Hits Near Channel Islands; No Tsunami Threat http://losangeles.cbslocal.com/video/channel/323-k...  #News,not_hate
12798,I don’t trust people who come up with what is normal. Opening and closing mouth on stage is not normal? How about ice throwing in a bar? Eating dog meat or beef? Tattoos? Smoke pot? ,not_hate
14960,Alright you gotta hold the ghosts off long enough for me to hack into the mainframe,not_hate
2069,>goes straight for an adhominem attack while calling somebody else stupid really makes you think...,not_hate
17240,What can I say...this man is starting to realize the past! ,not_hate
5051,"thanks, buddy ",not_hate
6910,Love it!!!  And more have to do the same.  I got out of teaching right before the ritalin push of epic proportions.....I questioned it from the very beginning. ,not_hate
6396,Sometimes you don't need to say much.,not_hate
15557,Wrong tax code - how do you claim back. ,not_hate
15042,The loser Randall's making fun of in this video is a pedophile. I'm not exaggerating.  https://www.youtube.com/watch?v=5ykWa3SjtQg,not_hate
4663,I was raised on milk strighst from the cow to the refrigerator to my belly. It never was pasteurized. So what was the question?,not_hate
11169,An example for us all. #BritFam,not_hate
1793,Toronto Van Attack kills 9,not_hate
1308,"@apple you're genuinely sweet to your followers and I appreciate it, personally speaking. You're a nice apple tart. Don't ever change.",not_hate
6800,"Here's a 9-11 conspiracy theory I can believe. I'd say it should be investigated, but NY is too busy trying to unelect the President. ",not_hate
16590,Thanks so much lady! Happy late birthday to you as well!,not_hate
4909,"""Falling in Love Again"" (1930); sung by the great Marlene #Dietrich (1901-1992).   WOW!!!!!!!!  We just don't hear *GOOD* songs like *this* one from the so-called musical ""artists"" here in the early decades of our 21st century!  Very sad!!  We need to bring our Miss Marlene Dietrich back from the grave!!!!!!!!       http://www.youtube.com/watch?v=RiM7G6bqlPQ",not_hate
6831,"@Sozzinski In case you missed this, tweet it to Lineker.  I've deleted my twatter.",not_hate
4309,I know and RFID wasn't around(Publicly) when I got this scar. For the life of me I can't remember what did it. Or exactly when to be honest. I need an X-ray machine,not_hate
15012,Can someone out here in KenyaGab world explain the situation politically that's getting you guys banned on Twitter? I really don't know the politics going on there but I hate Twitter censorship... so at the very least you're an enemy-of-my-enemy!,not_hate
1465,RT @ArthurSchwartz:  ,not_hate
10330,I think this is one of the greatest speechs at the UN ever given. https://www.youtube.com/watch?v=c2NaiX-hvVQ,not_hate
14941,Study Hieronymus Bosch's 'Garden of Earthly Delights' triptych - strikingly prophetic. A 500-year-old painting that traces the historic course of The White Race - from Innocence to Corruption to Destruction (in 3 Acts). Act I is especially instructive (look at Jesus' warning gesture).,not_hate
7558,@evilmidget223 here's Sire and Dam,not_hate
6539,Here a good description about underlying research https://www.thecut.com/2016/06/how-only-using-logic-destroyed-a-man.html,not_hate
2877,"Moral of the story; there's no such thing as ""playing nice"" when it comes to politics. Either we demand the GOP be as ruthless as the dems and they oblige or we lose.",not_hate
12742,#CNN Lies https://www.breitbart.com/big-journalism/2018/08/2...,not_hate
8961,Bovine Milk Hormone- ,not_hate
2959,"You said that was a ""pro."" The fact that al-Qaeda had a presence in Iraq in the first place is due to the U.S. invasion, and so should be counted as a con.",not_hate
763,Happy New Year #GabFam,not_hate
11645,"The ""due process clause would not prohibit a lethal operation of the sort contemplated here."" Sec II A ",not_hate
17020,"nothing is impossible because energy is not destroyed and absolute zero is a temperature never reached. There is no such thing as nothing, as there would still be space-time existing there. ",not_hate
5285,"Kofi Annan, the former UN secretary-general who won the Nobel Peace Prize for humanitarian work, dies aged 80 #News https://breaking.iavian.net/article/189397",not_hate
10094,We can all thank the woman (even though there were SO MANY Cosby raped and drugged)who got justice for all those woman.  God Bless her.,not_hate
15394,Tree of Logic vs Red Pill Black - whose side will the alt right take?   https://wordpress.com/post/theattestor.com/6710,not_hate
8490,"Oh how I wish we could be united by our love of God and America. Someday soon, I pray.",not_hate
3453,#GetWokeGoBroke First Man? 👎👎 No bucks no Buck Rogers  Funding makes this bird go up No 🇺🇸 no money from me @FirstManMovie,not_hate
15109,"WELL, I HAVE 2 HOURS UNTIL I HAVE TO GO TO COURT AND HOPE THAT THEY WILL TAKE THE $755 INSTEAD OF THE TOTAL AMOUNT OF $1755 DONT THINK THEY'RE GOING TO TAKE IT AND STILL NOT PROCEED WITH THE EVICTION.I KNOW ITS A SHOT IN THE DARK BUT IF ANYONE WANTS TO JUMP IN AT THE LAST MIN,AND SAVE THE DAY.I WILL PAY YOU BACK WHATEVER YOU LOAN ME.paypal.me/APerrone429 PLEASE HELP ME!",not_hate
9767,#BlackLivesMatter https://breaking911.com/motive-revealed-in-deadly-...,not_hate
11800,"Huh...#Pseudocon. I kinda like it. Sounds like it could either be a not-quite-Conservative, or some variant of a Decepticon. https://townhall.com/columnists/kurtschlichter/201...",not_hate
17321,"I would like to have more of her, please. #nsfw",not_hate
7090,"Chris Olave, the four-star receiver, is the latest recruit for the Ohio State Buckeyes 2018 roster. - http://escoutroom.com/eScoutRoom/Articles/Articles-Detail/ArticleId/2895/Chris-Olave-Yet-Another-Receiver-For-Buckeyes",not_hate
13628,US will open embassy in Jerusalem earlier than expected http://nyp.st/2FrZANl,not_hate
3044,"I needed to replenish some supplements. I usually order from Amazon bcoz we live in the boonies of HI, so finding anything is hard nvm the cost. Reviews of most Infowars prods were positive, so I ordered our usual stuff + some of their formulations like BrainForce. Got to ditch Amazon AND support @RealAlexJones in one swoop. Anxiously waiting ours now!",not_hate
9529,Jesus! They really do walk among us don't they?,not_hate
7424,".@Arbys I’m a consumer too. I don’t jump on Twitter to bully companies when they advertise on prog that I disagree with, but I do remember those that rollover to the squeaky wheel. That weighs into where I decide to spend my money. @ingrahamangle #MAGA",not_hate
13430,"In the same year mass immigration was started by the then Labour govt. Every government since has carried it on, and it still carries on. Not a thing we can do. Voting doesn't change things as we are governed by the EU.",not_hate
9175,"Never did get the appeal. I find it boring these days. Would always go weeks or even months between watching. Nowadays, it becomes easier to never watch it at all. ",not_hate
3593,These days it's getting to where doorknobs kill more people than sharks.,not_hate
7074,This statement from Virgin Trains clearly shows that they are against free speech and freedom of the press.,not_hate
18562,20 Republicans working with Democrats right now working around Paul Ryan to get support for DACA and Immigration reform!! How sick is this I would like to find out who these #RINOS are I know a few of them!! This is not good to be trying to force a vote on these issues!! If this persists how do Republicans keep the House? I don't see it happening!!,not_hate
6763,WATCH: Juanita Broaddrick Explains Why She’s in DC and Supporting Kavanaugh https://www.thegatewaypundit.com/2018/09/watch-juanita-broaddrick-explains-why-shes-in-dc-and-supporting-kavanaugh/,not_hate
9059,https://www.youtube.com/watch?v=c35h96wvNOs  Sir Adamantine birthday livestream,not_hate
14046,Thier reapeated scheme is getting well worn out... ,not_hate
11498,"DS 100 - Life Within Energy #Process #Pic ©Robert T Leija- #Stipple #Creation #Pointillism #Pen #Ink #Artwork #Art #Leija #Traditional #Surreal - What lives within us or what occupies the same space?  Energies within energies, what knowledge would these things have and would they be aware of us?",not_hate
291,"It would be cool if Gab had paid advertising to support the site but only real user projects and so forth, not corporate ads",not_hate
